ID do Procedimento;Descrição do Procedimento
40304388;Hemossiderina (siderócitos), sangue ou urina, pesquisa
40304396;Heparina, dosagem
40304701;Imunofenotipagem para doença residual mínima (*)
40304710;Imunofenotipagem para hemoglobinúria paroxistica noturna (*)
40304728;Imunofenotipagem para leucemias agudas ou síndrome mielodisplásica (*)
40304736;Imunofenotipagem para linfoma não Hodgkin / síndrome linfoproliferativa crônica (*)
40304744;Imunofenotipagem para perfil imune (*)
40304400;Inibidor do TPA (PAI), pesquisa e/ou dosagem
40304760;Inibidor dos fatores da hemostasia, triagem
40304418;Leucócitos, contagem
40304949;Linfonodo, exame de esfregaço de aspirado
40304485;Medula óssea, aspiração para mielograma ou microbiológico
40304434;Meta-hemoglobina, determinação da
40319172;Microesferócitos, pesquisa de
40304892;Mielograma
40319199;Neutrófilos, pesquisa de
40304450;Plaquetas, teste de agregação (por agente agregante), cada
40304469;Plasminogênio, dosagem
40304477;Plasmódio, pesquisa
40304493;Produtos de degradação da fibrina, qualitativo
40304779;Produtos de degradação da fibrina, quantitativo
40304507;Proteína C, dosagem
40304787;Proteína S livre, dosagem
40304515;Proteína S, teste funcional
40304523;Protoporfirina eritrocitária livre - zinco, dosagem
40319326;Protrombina, pesquisa de mutação
40304531;Prova do laço
40319253;Prova funcional DDAVP – Von Willebrand (1 hora)
40319261;Prova funcional DDAVP – Von Willebrand (4 horas)
40304540;Resistência globular, curva de
40304558;Reticulócitos, contagem
40304566;Retração do coágulo
40304574;Ristocetina, co-fator, teste funcional, dosagem
40304876;Sulfo-hemoglobina, determinação da
40319407;Tempo de coagulação ativado (TCA)
40304582;Tempo de coagulação, determinação
40319270;Tempo de Lise de Euglobulina
40304590;Tempo de protrombina, determinação
40304604;Tempo de reptilase, determinação
40304914;Tempo de sangramento (Duke), determinação
40304612;Tempo de sangramento de IVY, determinação
40304620;Tempo de trombina, determinação
40304639;Tempo de tromboplastina parcial ativada, determinação
40319288;Teste cruzado de grupos sanguíneos
40319296;Teste de estímulo DDAQVP para dosagem de cortisol e ACTH
40319415;Teste de viabilidade celular, citometria de fluxo, outros materiais
40304647;Tripanossoma, pesquisa
40304655;Tromboelastograma, pesquisa e/ou dosagem
40305015;1,25-dihidroxi vitamina D, dosagem
40305740;11-desoxicorticosterona, dosagem
40316017;17-alfa-hidroxiprogesterona, dosagem
40305040;17-cetogênicos (17-CGS), dosagem
40305058;17-cetogênicos cromatografia
40305066;17-cetosteróides (17-CTS) - cromatografia
40305074;17-cetosteróides relação alfa/beta
40305082;17-cetosteróides totais (17-CTS), dosagem
40305783;17-hidroxicorticosteróides (17-OHS), dosagem
40305090;17-hidroxipregnenolona, dosagem
40316025;3 alfa androstonediol glucoronídeo (3ALFDADIOL), dosagem
40305112;Ácido 5 hidróxi indol acético, dosagem na urina
40305120;Ácido homo vanílico, dosagem
40316033;Ácido vanilmandélico (VMA)
40316041;Adrenocorticotrófico, hormônio (ACTH), dosagem
40316050;Aldosterona, dosagem
40316068;Alfa-fetoproteína, dosagem
40316599;AMP cíclico nefrogênico na urina (24h)
40316602;AMP cíclico nefrogênico na urina (amostra isolada)
40305163;AMP cíclico, dosagem
40316076;Androstenediona, dosagem
40316084;Anticorpo anti-receptor de TSH (TRAB), dosagem
40316092;Anticorpos antiinsulina, dosagem
40316106;Anticorpos antitireóide (tireoglobulina), dosagem
40316114;Antígeno Austrália (HBSAG), pesquisa
40316122;Antígeno carcinoembriogênico (CEA), dosagem
40316130;Antígeno específico prostático livre (PSA livre), dosagem
40316149;Antígeno específico prostático total (PSA), dosagem
40316157;Anti-TPO, dosagem
40316661;Aquaporina 4 (AQP4)
40316165;Calcitonina, dosagem
40316173;Catecolaminas, dosagem
40316181;Composto S (11-desoxicortisol), dosagem
40305210;Cortisol livre, dosagem
40317374;Cortisol ritmo (2 dosagens) 
40316190;Cortisol, dosagem
40316203;Crescimento, hormônio do (HGH), dosagem
40305228;Curva glicêmica (6 dosagens), dosagem
40305236;Curva insulínica  (6 dosagens), dosagem
40317269;Curva insulínica  e glicêmica (2 dosagens), dosagem
40317277;Curva insulínica  e glicêmica (3 dosagens), dosagem
40317285;Curva insulínica  e glicêmica (4 dosagens), dosagem
40317293;Curva insulínica  e glicêmica (5 dosagens), dosagem
40317390;Curva insulínica  e glicêmica (6 dosagens), dosagem
40316211;Dehidroepiandrosterona (DHEA), dosagem
40316220;Dehidrotestosterona (DHT), dosagem
40316769;Deoxicorticosterona, dosagem
40305279;Dosagem de receptor de progesterona ou de estrogênio
40317498;Dosagem, de p2PSA
40316238;Drogas (imunossupressora, anticonvulsivante, digitálico, etc.) cada, dosagem
40305287;Enzima conversora da angiotensina (ECA), dosagem
40305295;Eritropoietina, dosagem
40316246;Estradiol, dosagem
40316254;Estriol, dosagem
40305597;Estrogênios totais (fenolesteróides), dosagem
40316262;Estrona, dosagem
40316270;Ferritina, dosagem
40316289;Folículo estimulante, hormônio (FSH), dosagem
40305341;Gad-Ab-antidescarboxilase do ácido, dosagem
40316297;Gastrina, dosagem
40316831;Glicose após estímulo - glucagon
40316300;Globulina de ligação de hormônios sexuais (SHBG), dosagem
40316319;Globulina transportadora da tiroxina (TBG), dosagem
40305368;Glucagon, dosagem
40316866;Gonadotrófico coriônico - hemaglutinação  ou látex
40316327;Gonadotrófico coriônico, hormônio (HCG), dosagem
40316874;HGH estímulo com exercício e clonidina, HGH
40305384;Hormônio antidiurético (vasopressina), dosagem
40305759;Hormônio gonodotrofico corionico qualitativo (HCG-Beta-HCG), pesquisa
40305767;Hormônio gonodotrofico corionico quantitativo (HCG-Beta-HCG), dosagem
40316335;Hormônio luteinizante (LH), dosagem
40305406;"IGF BP3 (proteína ligadora dos fatores de crescimento ""insulin-like""), dosagem"
40316343;Imunoglobulina (IGE), dosagem
40316351;Índice de tiroxina livre (ITL), dosagem
40316955;Insulina livre
40316963;Insulina total e livre
40316360;Insulina, dosagem
40305600;Iodo protéico (PBI), dosagem
40305619;Lactogênico placentário hormônio, dosagem
40305422;Leptina, dosagem
40305775;Macroprolactina, dosagem
40316378;Marcadores tumorais (CA 19.9, CA 125, CA 72-4, CA 15-3, etc.) cada, dosagem
40317404;Metanefrinas urinária após clonidina
40305449;N-telopeptídeo, pesquisa e/ou dosagem
40316386;Osteocalcina, pesquisa e/ou dosagem
40305465;Paratormônio - PTH ou fração (cada), dosagem
40317412;Paratormônio, proteína relacionanda, dosagem
40316394;Peptídeo C, dosagem
40305490;Piridinolina, dosagem
40305503;Pregnandiol, dosagem
40305511;Pregnantriol, dosagem
40316408;Progesterona, pesquisa e/ou dosagem
40316416;Prolactina, dosagem
40317420;Proteína ligadora do hormônio de crescimento (HGH)
40317080;Prova de sobrecarga de glicose para insulina
40305546;Prova do LH-Rh, dosagem do FSH sem fornecimento de medicamento (cada)
40305554;Prova do LH-Rh, dosagem do LH sem fornecimento de medicamento (cada)
40305562;Prova do TRH-HPR, dosagem do HPR sem fornecimento do material (cada)
40305570;Prova do TRH-TSH, dosagem do TSH sem fornecimento do material (cada)
40317471;Prova funcional de estpimulo da prolactina após TRH sem fornecimento do medicamento (por dosagem)
40305589;Prova para diabete insípido (restrição hídrica  NaCL 3% vasopressina)
40305627;Provas de função tireoideana (T3, T4, índices e TSH)
40316424;PTH, dosagem
40316432;Renina, dosagem
40317439;Restrição hídrica, teste
40316440;Somatomedina C (IGF1), dosagem
40305635;Somatotrófico coriônico (HCS ou PHL), dosagem
40316459;Sulfato de dehidroepiandrosterona (S-DHEA), dosagem
40316467;T3 livre, dosagem
40316475;T3 retenção, dosagem
40316483;T3 reverso, dosagem
40316491;T4 livre, dosagem
40317129;Teste com ACTH para dosagem de DHEA 
40317137;Teste com cálcio para dosar calcitonina (Calcitonina após estímulo com cálcio)
40317145;Teste com cortrosina para 17-alfa-hidroxiprogesterona
40317153;Teste com estímulo para renina após captopril
40317161;Teste de estímulo com cortisona para 11-dexoxicortisol
40317170;Teste de estímulo com TRH para dosagem de GH
40317188;Teste de estímulo do GH pela insulina (4 dosagens de GH)
40317196;Teste de estímulo do GH pela insulina (cada dosagem de GH)
40317200;Teste de estímulo do GH pelo glucagon (4 dosagens de GH)
40317226;Teste de supressão do GH sobrecarga de glicose (Cada dosagem de GH)
40316505;Testosterona livre, dosagem
40316513;Testosterona total, dosagem
40316521;Tireoestimulante, hormônio (TSH), dosagem
40316530;Tireoglobulina, dosagem
40316548;Tiroxina (T4), dosagem
40316556;Triiodotironina (T3), dosagem
40316564;Vasopressina (ADH), dosagem
40316572;Vitamina B12, dosagem
40308901;Acetilcolina, anticorpos bloqueador receptor
40323030;Acetilcolina, anticorpos ligador receptor
40323048;Acetilcolina, anticorpos modulador receptor
40306011;Adenovírus, IgG, dosagem
40306020;Adenovírus, IgM - dosagem
40307905;Alérgenos - perfil antigênico (painel com 36 antígenos), pesquisa
40308421;Ameba, pesquisa
40308308;Amebíase, IgG, dosagem
40308316;Amebíase, IgM, dosagem
40324761;Anti HU (ANNA1), dosagem líquor
40308480;Anti HU (ANNA1), dosagem sangue
40308553;Anti transglutaminase tecidual - IgA
40308588;Anti YO (PCA1), dosagem líquor
40308570;Anti YO (PCA1), dosagem sangue
40306054;Anti-actina, dosagem
40306046;Anticandida - IgG e IgM (cada), dosagem
40306135;Anticardiolipina - IgA, dosagem
40306143;Anticardiolipina - IgG, dosagem
40306151;Anticardiolipina - IgM, dosagem
40306160;Anticentrômero, pesquisa
40308219;Anticorpo anti Saccharamyces - ASCA, dosagem
40324753;Anticorpo anti-AMPAR, dosagem líquor
40324672;Anticorpo anti-AMPAR, dosagem sangue
40306178;Anticorpo anti-DNAse B, pesquisa e/ou dosagem
40306186;Anticorpo anti-hormônio do crescimento, dosagem
40324745;Anticorpo anti-LGI1, pesquisa líquor
40324664;Anticorpo anti-MOG
40324656;Anticorpo anti-NMDAR
40324737;Anticorpo anti-VGKC, dosagem
40306194;Anticorpo antivírus da hepatite E (total), pesquisa
40308804;Anticorpos anti peptídeo citrulinado cítrico 
40324729;Anticorpos anti tiroquinase músculo específico (anti-MUSK), dosagem 
40324702;Anticorpos anti-CASPR2
40323897;Anticorpos antidifteria
40306259;Anticorpos antiendomisio - IgG, IgM, IgA (cada), dosagem
40324680;Anticorpos anti-GABAR
40324710;Anticorpos anti-HMG-CoA redutase (anti-HMGCoAR), dosagem
40306208;Anticorpos anti-ilhota de langherans, dosagem
40306216;Anticorpos anti-influenza A,  IgG, pesquisa e/ou dosagem
40306224;Anticorpos anti-influenza A,  IgM, pesquisa e/ou dosagem
40306232;Anticorpos anti-influenza B, IgG, dosagem
40306240;Anticorpos anti-influenza B, IgM, dosagem
40324699;Anticorpos anti-LGI1, dosagem sangue
40308529;Anticorpos antipneumococos
40323900;Anticorpos antitétano
40308898;Anticorpos Beta 2 glicoproteína I - IgG/IgM/IgA
40306267;Anticorpos naturais - isoaglutininas, pesquisas
40306275;Anticorpos naturais - isoaglutininas, titulagem
40306283;Anticortex supra-renal, pesquisa e/ou dosagem
40307930;Antidesoxiribonuclease B, neutralização quantitativa
40307913;Anti-DMP, pesquisa e/ou dosagem
40306062;Anti-DNA, pesquisa e/ou dosagem
40306291;Antiescleroderma (SCL 70), pesquisa
40307948;Antifígado (glomérulo, tub. Renal corte rim de rato), IFI, pesquisa
40324192;Antígeno NS1 do vírus da Dengue, pesquisa
40307956;Antígenos metílicos solúveis do BCG (1 aplicação)
40306305;Antigliadina (glúten) - IgA, dosagem
40306313;Antigliadina (glúten) - IgG, dosagem
40306321;Antigliadina (glúten) - IgM, dosagem
40307921;Anti-hialuronidase, determinação da
40306070;Anti-JO1, pesquisa
40306089;Anti-LA/SSB, pesquisa
40306097;Anti-LKM-1, pesquisa
40306330;Antimembrana basal, pesquisa
40306364;Antimitocondria, M2, pesquisa
40306356;Antimitocondria, pesquisa
40306372;Antimúsculo cardíaco, pesquisa
40306380;Antimúsculo estriado, pesquisa
40306399;Antimúsculo liso, pesquisa
40306402;Antineutrófilos (anca)  C, pesquisa
40306410;Antineutrófilos (anca)  P, pesquisa
40306429;Antiparietal, pesquisa
40306437;Antiperoxidase tireoideana, pesquisa
40306100;Anti-RNP, pesquisa
40306119;Anti-Ro/SSA, pesquisa
40306127;Anti-Sm, pesquisa
40306445;Aslo, pesquisa (látex)
40308405;Aslo, quantitativo, dosagem (turbidimetria ou nefelometria)
40306453;Aspergilus, reação sorológica
40306461;Avidez de IgG para toxoplasmose, citomegalia, rubéloa, EB e outros, cada, dosagem
40306470;Beta-2-microglobulina, dosagem
40306488;Biotinidase atividade da, qualitativo, dosagem
40306496;Blastomicose, reação sorológica
40306500;Brucela - IgG, dosagem
40306518;Brucela - IgM, dosagem
40306526;Brucela, prova rápida
40306534;C1q, dosagem
40306542;C3 proativador, dosagem
40306550;C3A (fator B), dosagem
40306569;CA 50, dosagem
40306577;CA-242, dosagem
40306585;CA-27-29, dosagem
40324265;Cadeias leves livres Kappa/Lambda, dosagem, sangue
40306593;Caxumba, IgG, dosagem
40306607;Caxumba, IgM, dosagem
40306615;Chagas IgG, dosagem
40306623;Chagas IgM, dosagem
40324176;Chikungunya, anticorpos
40306631;Chlamydia - IgG, dosagem
40306640;Chlamydia - IgM, dosagem
40306658;Cisticercose, AC, pesquisa e/ou dosagem
40306666;Citomegalovírus IgG, dosagem
40306674;Citomegalovírus IgM, dosagem
40306682;Clostridium difficile, toxina A, pesquisa e/ou dosagem
40306690;Complemento C2, dosagem
40307999;Complemento C3, C4 - turbid. ou nefolométrico C3A, dosagem
40306704;Complemento C3, dosagem
40306712;Complemento C4, dosagem
40306720;Complemento C5, dosagem
40306739;Complemento CH-100, pesquisa e/ou dosagem
40306747;Complemento CH-50, pesquisa e/ou dosagem
40324044;Coxsackie A9, anticorpos IgM 
40324052;Coxsackie B1-6, anticorpos IgM
40306755;Crio-aglutinina, globulina, dosagem, cada
40306763;Crio-aglutinina, globulina, pesquisa, cada
40308014;Crioglobulinas, caracterização - imunoeletroforese
40306771;Cross match (prova cruzada de histocompatibilidade para transplante renal)
40306780;"Cultura ou estimulação dos linfócitos ""in vitro"" por concanavalina, PHA ou pokweed"
40306798;Dengue - IgG e IgM (cada), dosagem
40324559;Dengue, anticorpos IgG, soro (teste rápido)
40324567;Dengue, anticorpos IgM, soro (teste rápido)
40308022;DNCB - teste de contato
40306801;Echovírus (painel) sorologia para
40324648;Ensaio para dosagem da liberação de interferon gama
40324060;Epstein BARR vírus antígeno precoce, anticorpos
40306810;Equinococose (Hidatidose), reação sorológica
40306828;Equinococose, IDR
40306836;Esporotricose, reação sorológica
40306844;Esporotriquina, IDR
40306852;Fator antinúcleo, (FAN), pesquisa
40306860;Fator reumatóide, quantitativo, dosagem (turbidimetria, nefelometria)
40308030;Fator reumatóide, teste do látex (qualitativo), pesquisa
40324613;Febre amarela - IgG
40324621;Febre amarela - IgM
40324630;Febre amarela, pesquisa por PCR
40306879;Filaria sorologia, pesquisa e/ou dosagem
40308049;Frei (linfogranuloma venéreo), IDeR, pesquisa e/ou dosagem
40306887;Genotipagem do sistema HLA
